RTI_ID,Filing_Date,Year,Month,Month_Name,Quarter,Department,Category,Applicant_Type,State,Mode_of_Filing,PIO_Assigned,Response_Date,Response_Time_Days,Response_Status,Disposal_Type,Rejection_Reason,First_Appeal_Filed,First_Appeal_Date,First_Appeal_Outcome,Second_Appeal_CIC,Second_Appeal_Outcome,Is_Repeat_Filer,Compliant_Response,Breach_Days,Filing_YearMonth,Financial_Year,Escalated_to_CIC,Proactive_Disclosure_Candidate
HPCL-RTI-04315,2022-11-11,2022,11,November,Q4,HR & Personnel,Promotion & Transfer Details,Individual Citizen,Punjab,Online (RTI Online Portal),PIO-008,2022-11-30,19,Responded On-Time,Rejected,Section 24 – Intelligence/Security Organisation,Yes,2023-01-21,Partially Upheld,No,Not Applicable,No,Yes,0,2022-11,FY 2022-23,No,No
HPCL-RTI-04316,2022-12-13,2022,12,December,Q4,HR & Personnel,Salary & Pay Details,Lawyer / Legal Entity,Odisha,By Post,PIO-002,2023-01-14,32,Responded – Delayed (31–60 days),Partially Provided,Not Applicable,Yes,2023-02-18,Partially Upheld,No,Not Applicable,No,No,2,2022-12,FY 2022-23,No,No
HPCL-RTI-04317,2022-03-28,2022,3,March,Q1,HR & Personnel,Pension & Retirement Benefits,Individual Citizen,Maharashtra,Online (RTI Online Portal),PIO-008,2022-04-10,13,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-03,FY 2021-22,No,No
HPCL-RTI-04318,2022-09-22,2022,9,September,Q3,Finance & Accounts,Policy & Service Rules,Individual Citizen,Karnataka,By Post,PIO-013,2022-10-22,30,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-09,FY 2022-23,No,No
HPCL-RTI-04319,2022-12-08,2022,12,December,Q4,Retail Marketing,Petrol Pump Dealership Allotment,Individual Citizen,Andhra Pradesh,By Post,PIO-007,2022-12-29,21,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-12,FY 2022-23,No,Yes
HPCL-RTI-04320,2022-02-22,2022,2,February,Q1,LPG Division (Indane),Dealer/Distributor Grievances,NGO / Civil Society,Odisha,Offline (In-Person),PIO-004,2022-03-11,17,Responded On-Time,Information Provided,Not Applicable,Yes,2022-04-27,Rejected,Yes,Rejected by CIC,Yes,Yes,0,2022-02,FY 2021-22,Yes,No
HPCL-RTI-04321,2022-03-27,2022,3,March,Q1,Mumbai Refinery,Employee Records & Service Matters,Individual Citizen,Telangana,Offline (In-Person),PIO-006,2022-04-20,24,Responded On-Time,Rejected,Section 8(1)(e) – Fiduciary Relationship,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-03,FY 2021-22,No,Yes
HPCL-RTI-04322,2022-05-21,2022,5,May,Q2,Retail Marketing,Policy & Service Rules,Business Entity,Delhi,Online (RTI Online Portal),PIO-006,2022-06-09,19,Responded On-Time,Information Provided,Not Applicable,Yes,2022-06-30,Rejected,No,Not Applicable,No,Yes,0,2022-05,FY 2022-23,No,No
HPCL-RTI-04323,2022-08-23,2022,8,August,Q3,Finance & Accounts,Financial Statements & Budgets,Individual Citizen,Madhya Pradesh,Offline (In-Person),PIO-009,2022-09-23,31,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,1,2022-08,FY 2022-23,No,No
HPCL-RTI-04324,2022-01-05,2022,1,January,Q1,Projects & Pipelines,Tender & Contract Details,Lawyer / Legal Entity,Gujarat,By Post,PIO-008,2022-01-20,15,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,Yes,2022-02-08,Rejected,No,Not Applicable,No,Yes,0,2022-01,FY 2021-22,No,Yes
HPCL-RTI-04325,2022-08-28,2022,8,August,Q3,Retail Marketing,Tender & Contracts,Individual Citizen,Punjab,Offline (In-Person),PIO-003,2022-09-11,14,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-08,FY 2022-23,No,No
HPCL-RTI-04326,2022-12-24,2022,12,December,Q4,Retail Marketing,Policy & Service Rules,Individual Citizen,Rajasthan,Online (RTI Online Portal),PIO-008,2023-01-20,27,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2022-12,FY 2022-23,No,No
HPCL-RTI-04327,2022-12-27,2022,12,December,Q4,LPG Division (Indane),Policy & Service Rules,Individual Citizen,Odisha,Online (RTI Online Portal),PIO-002,2023-01-11,15,Responded On-Time,Partially Provided,Not Applicable,Yes,2023-02-22,Rejected,Yes,Partially Upheld by CIC,No,Yes,0,2022-12,FY 2022-23,Yes,No
HPCL-RTI-04328,2022-03-20,2022,3,March,Q1,LPG Division (Indane),LPG Subsidy & Pricing,Lawyer / Legal Entity,Telangana,By Post,PIO-013,2022-04-15,26,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-03,FY 2021-22,No,No
HPCL-RTI-04329,2022-05-09,2022,5,May,Q2,HR & Personnel,Pension & Retirement Benefits,Individual Citizen,Maharashtra,Offline (In-Person),PIO-012,2022-06-16,38,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,No,8,2022-05,FY 2022-23,No,No
HPCL-RTI-04330,2022-10-12,2022,10,October,Q4,LPG Division (Indane),Dealer/Distributor Grievances,Individual Citizen,Maharashtra,Offline (In-Person),PIO-010,2022-10-28,16,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-10,FY 2022-23,No,No
HPCL-RTI-04331,2022-11-09,2022,11,November,Q4,Finance & Accounts,Financial Statements & Budgets,Journalist / Media,Telangana,By Post,PIO-013,2022-12-05,26,Responded On-Time,Rejected,Section 8(1)(d) – Commercial Confidence / IP,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2022-11,FY 2022-23,No,No
HPCL-RTI-04332,2022-12-27,2022,12,December,Q4,Retail Marketing,Tender & Contracts,NGO / Civil Society,Gujarat,Offline (In-Person),PIO-007,2023-01-07,11,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-12,FY 2022-23,No,No
HPCL-RTI-04333,2022-06-28,2022,6,June,Q2,HR & Personnel,Salary & Pay Details,Individual Citizen,Rajasthan,By Post,PIO-008,2022-07-28,30,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-06,FY 2022-23,No,No
HPCL-RTI-04334,2022-03-29,2022,3,March,Q1,HR & Personnel,Employee Records & Service Matters,Individual Citizen,Maharashtra,Offline (In-Person),PIO-010,2022-04-23,25,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-03,FY 2021-22,No,Yes
HPCL-RTI-04335,2022-04-12,2022,4,April,Q2,Vizag Refinery,Employee Records & Service Matters,Business Entity,Telangana,Offline (In-Person),PIO-009,2022-05-11,29,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2022-04,FY 2022-23,No,Yes
HPCL-RTI-04336,2022-05-29,2022,5,May,Q2,Projects & Pipelines,Expenditure Details,Journalist / Media,Andhra Pradesh,Offline (In-Person),PIO-013,2022-06-17,19,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-05,FY 2022-23,No,No
HPCL-RTI-04337,2022-12-14,2022,12,December,Q4,Retail Marketing,Fuel Pricing & Policy,Individual Citizen,Maharashtra,Online (RTI Online Portal),PIO-005,2022-12-21,7,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-12,FY 2022-23,No,No
HPCL-RTI-04338,2022-10-22,2022,10,October,Q4,HR & Personnel,Promotion & Transfer Details,Individual Citizen,Uttar Pradesh,Offline (In-Person),PIO-004,2022-11-19,28,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2022-10,FY 2022-23,No,No
HPCL-RTI-04339,2022-08-28,2022,8,August,Q3,Finance & Accounts,Salary & Pay Details,Individual Citizen,Delhi,Online (RTI Online Portal),PIO-005,2022-09-02,5,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-08,FY 2022-23,No,No
HPCL-RTI-04340,2022-01-06,2022,1,January,Q1,Procurement & Materials,Vendor Empanelment,Business Entity,Maharashtra,Offline (In-Person),PIO-010,2022-01-26,20,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-01,FY 2021-22,No,No
HPCL-RTI-04341,2022-11-22,2022,11,November,Q4,Retail Marketing,Dealer/Distributor Grievances,Individual Citizen,Maharashtra,Online (RTI Online Portal),PIO-002,2022-12-19,27,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-11,FY 2022-23,No,No
HPCL-RTI-04342,2022-07-24,2022,7,July,Q3,Retail Marketing,Petrol Pump Dealership Allotment,Individual Citizen,Maharashtra,Online (RTI Online Portal),PIO-002,2022-08-14,21,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-07,FY 2022-23,No,Yes
HPCL-RTI-04343,2022-04-07,2022,4,April,Q2,LPG Division (Indane),LPG Subsidy & Pricing,Lawyer / Legal Entity,Himachal Pradesh,Offline (In-Person),PIO-004,2022-05-11,34,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,No,4,2022-04,FY 2022-23,No,No
HPCL-RTI-04344,2022-09-21,2022,9,September,Q3,Legal & Secretarial,Policy & Service Rules,Individual Citizen,Punjab,Offline (In-Person),PIO-005,2022-10-23,32,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,2,2022-09,FY 2022-23,No,No
HPCL-RTI-04345,2022-03-07,2022,3,March,Q1,LPG Division (Indane),Policy & Service Rules,Business Entity,Maharashtra,Online (RTI Online Portal),PIO-008,2022-03-21,14,Responded On-Time,Rejected,Section 8(1)(d) – Commercial Confidence / IP,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-03,FY 2021-22,No,No
HPCL-RTI-04346,2022-02-13,2022,2,February,Q1,"Health, Safety & Environment",Incident/Accident Reports,Individual Citizen,Uttar Pradesh,By Post,PIO-005,2022-03-06,21,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2022-02,FY 2021-22,No,No
HPCL-RTI-04347,2022-12-30,2022,12,December,Q4,LPG Division (Indane),LPG Subsidy & Pricing,Individual Citizen,Karnataka,Offline (In-Person),PIO-011,2023-01-18,19,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-12,FY 2022-23,No,No
HPCL-RTI-04348,2022-07-03,2022,7,July,Q3,Finance & Accounts,Expenditure Details,Individual Citizen,Gujarat,Offline (In-Person),PIO-002,2022-07-11,8,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-07,FY 2022-23,No,No
HPCL-RTI-04349,2022-04-07,2022,4,April,Q2,LPG Division (Indane),Policy & Service Rules,Business Entity,Maharashtra,Online (RTI Online Portal),PIO-008,2022-04-19,12,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2022-04,FY 2022-23,No,No
HPCL-RTI-04350,2022-02-27,2022,2,February,Q1,HR & Personnel,Promotion & Transfer Details,Individual Citizen,Telangana,Online (RTI Online Portal),PIO-013,2022-03-17,18,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-02,FY 2021-22,No,No
HPCL-RTI-04351,2022-06-05,2022,6,June,Q2,Retail Marketing,Tender & Contracts,Individual Citizen,Telangana,Offline (In-Person),PIO-006,2022-06-10,5,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2022-06,FY 2022-23,No,No
HPCL-RTI-04352,2022-06-17,2022,6,June,Q2,Mumbai Refinery,Tender & Contract Details,Individual Citizen,Maharashtra,Offline (In-Person),PIO-010,2022-07-12,25,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-06,FY 2022-23,No,Yes
HPCL-RTI-04353,2022-02-02,2022,2,February,Q1,LPG Division (Indane),Policy & Service Rules,Individual Citizen,Uttar Pradesh,Online (RTI Online Portal),PIO-013,2022-02-20,18,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-02,FY 2021-22,No,No
HPCL-RTI-04354,2022-07-29,2022,7,July,Q3,Procurement & Materials,Expenditure Details,Lawyer / Legal Entity,Bihar,Online (RTI Online Portal),PIO-005,2022-08-06,8,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-07,FY 2022-23,No,No
HPCL-RTI-04355,2022-11-20,2022,11,November,Q4,Mumbai Refinery,Incident/Accident Reports,Individual Citizen,Madhya Pradesh,Online (RTI Online Portal),PIO-006,2022-12-18,28,Responded On-Time,Information Provided,Not Applicable,Yes,2023-01-22,Rejected,No,Not Applicable,No,Yes,0,2022-11,FY 2022-23,No,No
HPCL-RTI-04356,2022-03-28,2022,3,March,Q1,Projects & Pipelines,Land Acquisition & Compensation,Individual Citizen,Karnataka,Online (RTI Online Portal),PIO-007,2022-04-29,32,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,2,2022-03,FY 2021-22,No,No
HPCL-RTI-04357,2022-10-21,2022,10,October,Q4,HR & Personnel,Promotion & Transfer Details,Individual Citizen,Maharashtra,By Post,PIO-013,2022-11-15,25,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-10,FY 2022-23,No,No
HPCL-RTI-04358,2022-09-02,2022,9,September,Q3,LPG Division (Indane),Dealer/Distributor Grievances,Journalist / Media,Maharashtra,Offline (In-Person),PIO-003,2022-09-19,17,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2022-09,FY 2022-23,No,No
HPCL-RTI-04359,2022-08-14,2022,8,August,Q3,Retail Marketing,Dealer/Distributor Grievances,NGO / Civil Society,Madhya Pradesh,Online (RTI Online Portal),PIO-006,2022-09-07,24,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-08,FY 2022-23,No,No
HPCL-RTI-04360,2022-08-28,2022,8,August,Q3,Procurement & Materials,Policy & Service Rules,Individual Citizen,Delhi,Offline (In-Person),PIO-007,2022-09-26,29,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2022-08,FY 2022-23,No,No
HPCL-RTI-04361,2022-04-21,2022,4,April,Q2,Projects & Pipelines,Land Acquisition & Compensation,Individual Citizen,Tamil Nadu,Online (RTI Online Portal),PIO-007,2022-05-19,28,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2022-04,FY 2022-23,No,No
HPCL-RTI-04362,2022-10-31,2022,10,October,Q4,Mumbai Refinery,Incident/Accident Reports,NGO / Civil Society,Others,Online (RTI Online Portal),PIO-013,2022-11-16,16,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-10,FY 2022-23,No,No
HPCL-RTI-04363,2022-12-26,2022,12,December,Q4,HR & Personnel,Policy & Service Rules,Individual Citizen,Uttar Pradesh,Offline (In-Person),PIO-011,2023-01-20,25,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-12,FY 2022-23,No,No
HPCL-RTI-04364,2022-10-02,2022,10,October,Q4,Procurement & Materials,Policy & Service Rules,Journalist / Media,Delhi,Online (RTI Online Portal),PIO-011,2022-11-04,33,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,3,2022-10,FY 2022-23,No,No
HPCL-RTI-04365,2022-11-20,2022,11,November,Q4,LPG Division (Indane),LPG Connection & Cylinder Allocation,Individual Citizen,Odisha,Offline (In-Person),PIO-005,2022-12-05,15,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-11,FY 2022-23,No,No
HPCL-RTI-04366,2022-09-28,2022,9,September,Q3,HR & Personnel,Pension & Retirement Benefits,Individual Citizen,Andhra Pradesh,Online (RTI Online Portal),PIO-003,2022-11-09,42,Responded – Delayed (31–60 days),Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,12,2022-09,FY 2022-23,No,No
HPCL-RTI-04367,2022-01-01,2022,1,January,Q1,Vigilance,Complaint Status & Outcome,Individual Citizen,Uttar Pradesh,Offline (In-Person),PIO-012,2022-01-25,24,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2022-01,FY 2021-22,No,No
HPCL-RTI-04368,2022-05-30,2022,5,May,Q2,Finance & Accounts,Salary & Pay Details,Business Entity,West Bengal,Online (RTI Online Portal),PIO-008,2022-06-20,21,Responded On-Time,Rejected,Section 8(1)(e) – Fiduciary Relationship,Yes,2022-08-07,Partially Upheld,No,Not Applicable,Yes,Yes,0,2022-05,FY 2022-23,No,No
HPCL-RTI-04369,2022-09-19,2022,9,September,Q3,HR & Personnel,Policy & Service Rules,Journalist / Media,West Bengal,By Post,PIO-002,2022-10-06,17,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-09,FY 2022-23,No,No
HPCL-RTI-04370,2022-11-08,2022,11,November,Q4,LPG Division (Indane),LPG Subsidy & Pricing,Individual Citizen,Rajasthan,Online (RTI Online Portal),PIO-012,2022-11-29,21,Responded On-Time,Rejected,Section 8(1)(d) – Commercial Confidence / IP,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-11,FY 2022-23,No,No
HPCL-RTI-04371,2022-02-19,2022,2,February,Q1,HR & Personnel,Promotion & Transfer Details,Individual Citizen,Tamil Nadu,Offline (In-Person),PIO-001,2022-02-26,7,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2022-02,FY 2021-22,No,No
HPCL-RTI-04372,2022-10-03,2022,10,October,Q4,LPG Division (Indane),Dealer/Distributor Grievances,NGO / Civil Society,Haryana,Online (RTI Online Portal),PIO-010,2022-10-18,15,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-10,FY 2022-23,No,No
HPCL-RTI-04373,2022-04-08,2022,4,April,Q2,Retail Marketing,Dealer/Distributor Grievances,Journalist / Media,Maharashtra,Offline (In-Person),PIO-008,2022-04-19,11,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-04,FY 2022-23,No,No
HPCL-RTI-04374,2022-05-18,2022,5,May,Q2,LPG Division (Indane),LPG Connection & Cylinder Allocation,Lawyer / Legal Entity,Gujarat,Online (RTI Online Portal),PIO-004,2022-06-07,20,Responded On-Time,Rejected,Section 8(1)(h) – Impede Investigation/Prosecution,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-05,FY 2022-23,No,No
HPCL-RTI-04375,2022-11-28,2022,11,November,Q4,Finance & Accounts,Financial Statements & Budgets,Individual Citizen,Maharashtra,Offline (In-Person),PIO-009,2022-12-27,29,Responded On-Time,Information Provided,Not Applicable,Yes,2023-01-14,Partially Upheld,No,Not Applicable,No,Yes,0,2022-11,FY 2022-23,No,No
HPCL-RTI-04376,2022-02-26,2022,2,February,Q1,HR & Personnel,Policy & Service Rules,Lawyer / Legal Entity,Gujarat,By Post,PIO-005,2022-03-27,29,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,Yes,2022-05-12,Partially Upheld,No,Not Applicable,No,Yes,0,2022-02,FY 2021-22,No,No
HPCL-RTI-04377,2022-12-04,2022,12,December,Q4,Legal & Secretarial,Shareholder Information,Individual Citizen,Madhya Pradesh,By Post,PIO-004,2022-12-09,5,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-12,FY 2022-23,No,No
HPCL-RTI-04378,2022-10-21,2022,10,October,Q4,HR & Personnel,Policy & Service Rules,NGO / Civil Society,Kerala,Online (RTI Online Portal),PIO-012,2022-12-01,41,Responded – Delayed (31–60 days),Rejected,Section 8(1)(h) – Impede Investigation/Prosecution,Yes,2023-01-14,Upheld,No,Not Applicable,No,No,11,2022-10,FY 2022-23,No,No
HPCL-RTI-04379,2022-09-29,2022,9,September,Q3,Finance & Accounts,Expenditure Details,Individual Citizen,Others,Online (RTI Online Portal),PIO-007,2022-10-22,23,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-09,FY 2022-23,No,No
HPCL-RTI-04380,2022-09-22,2022,9,September,Q3,Mumbai Refinery,Refinery Operations & Output,Individual Citizen,Bihar,Online (RTI Online Portal),PIO-004,2022-10-09,17,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-09,FY 2022-23,No,No
HPCL-RTI-04381,2022-12-22,2022,12,December,Q4,Finance & Accounts,Financial Statements & Budgets,Lawyer / Legal Entity,Maharashtra,By Post,PIO-013,2023-01-13,22,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-12,FY 2022-23,No,No
HPCL-RTI-04382,2022-10-14,2022,10,October,Q4,LPG Division (Indane),LPG Distributorship Allotment,NGO / Civil Society,Karnataka,Offline (In-Person),PIO-006,2022-11-04,21,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-10,FY 2022-23,No,Yes
HPCL-RTI-04383,2022-07-08,2022,7,July,Q3,Retail Marketing,Policy & Service Rules,Journalist / Media,Maharashtra,By Post,PIO-011,2022-07-22,14,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-07,FY 2022-23,No,No
HPCL-RTI-04384,2022-08-02,2022,8,August,Q3,LPG Division (Indane),LPG Subsidy & Pricing,Journalist / Media,Uttar Pradesh,Online (RTI Online Portal),PIO-001,2022-08-23,21,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2022-08,FY 2022-23,No,No
HPCL-RTI-04385,2022-03-22,2022,3,March,Q1,Finance & Accounts,Salary & Pay Details,Individual Citizen,Odisha,Offline (In-Person),PIO-010,2022-04-07,16,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-03,FY 2021-22,No,No
HPCL-RTI-04386,2022-12-27,2022,12,December,Q4,HR & Personnel,Pension & Retirement Benefits,NGO / Civil Society,Delhi,Online (RTI Online Portal),PIO-009,2023-01-15,19,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-12,FY 2022-23,No,No
HPCL-RTI-04387,2022-10-31,2022,10,October,Q4,Mumbai Refinery,Tender & Contract Details,Journalist / Media,Madhya Pradesh,Offline (In-Person),PIO-010,2022-11-18,18,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-10,FY 2022-23,No,Yes
HPCL-RTI-04388,2022-02-18,2022,2,February,Q1,Finance & Accounts,Audit Reports & Observations,Lawyer / Legal Entity,Rajasthan,Online (RTI Online Portal),PIO-001,2022-02-27,9,Responded On-Time,Partially Provided,Not Applicable,Yes,2022-04-18,Rejected,No,Not Applicable,No,Yes,0,2022-02,FY 2021-22,No,No
HPCL-RTI-04389,2022-09-22,2022,9,September,Q3,LPG Division (Indane),Dealer/Distributor Grievances,Individual Citizen,Andhra Pradesh,Offline (In-Person),PIO-001,2022-10-13,21,Responded On-Time,Information Provided,Not Applicable,Yes,2022-10-29,Rejected,No,Not Applicable,No,Yes,0,2022-09,FY 2022-23,No,No
HPCL-RTI-04390,2022-12-01,2022,12,December,Q4,Legal & Secretarial,Shareholder Information,Individual Citizen,Maharashtra,Offline (In-Person),PIO-008,2022-12-29,28,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2022-12,FY 2022-23,No,No
HPCL-RTI-04391,2022-10-24,2022,10,October,Q4,"Health, Safety & Environment",Incident/Accident Reports,Individual Citizen,Maharashtra,By Post,PIO-003,2022-11-18,25,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-10,FY 2022-23,No,No
HPCL-RTI-04392,2022-03-16,2022,3,March,Q1,HR & Personnel,Employee Records & Service Matters,Individual Citizen,Maharashtra,Offline (In-Person),PIO-010,2022-04-15,30,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-03,FY 2021-22,No,Yes
HPCL-RTI-04393,2022-06-12,2022,6,June,Q2,Vizag Refinery,Refinery Operations & Output,Individual Citizen,Gujarat,Online (RTI Online Portal),PIO-001,2022-07-09,27,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-06,FY 2022-23,No,No
HPCL-RTI-04394,2022-12-24,2022,12,December,Q4,LPG Division (Indane),LPG Distributorship Allotment,Lawyer / Legal Entity,Maharashtra,Online (RTI Online Portal),PIO-007,2023-01-08,15,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-12,FY 2022-23,No,Yes
HPCL-RTI-04395,2022-03-29,2022,3,March,Q1,HR & Personnel,Promotion & Transfer Details,Individual Citizen,Maharashtra,Online (RTI Online Portal),PIO-005,2022-04-29,31,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,1,2022-03,FY 2021-22,No,No
HPCL-RTI-04396,2022-03-20,2022,3,March,Q1,Vigilance,Complaint Status & Outcome,Business Entity,Telangana,Online (RTI Online Portal),PIO-003,2022-04-03,14,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-03,FY 2021-22,No,No
HPCL-RTI-04397,2022-01-29,2022,1,January,Q1,Projects & Pipelines,Land Acquisition & Compensation,NGO / Civil Society,Maharashtra,Online (RTI Online Portal),PIO-006,2022-02-14,16,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-01,FY 2021-22,No,No
HPCL-RTI-04398,2022-03-15,2022,3,March,Q1,Mumbai Refinery,Environmental Compliance,Individual Citizen,Telangana,Online (RTI Online Portal),PIO-009,2022-03-30,15,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-03,FY 2021-22,No,No
HPCL-RTI-04399,2022-06-14,2022,6,June,Q2,Retail Marketing,Tender & Contracts,Journalist / Media,Delhi,Online (RTI Online Portal),PIO-002,2022-07-12,28,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2022-06,FY 2022-23,No,No
